Net Sales,Duration,Agency Type,ID,Product Name,Commision (in value),Destination,Distribution Channel,Age,Agency
34.0,7,1,3515,1,0.0,35,1,36,7
109.0,145,1,57038,6,42.18,89,1,42,11
12.0,105,1,46173,10,0.0,67,1,36,7
20.0,7,1,56903,1,0.0,92,1,36,7
67.0,56,1,3515,1,0.0,80,1,36,7
29.0,25,1,3674,10,0.0,53,1,50,7
35.0,63,0,3515,8,12.25,15,1,48,9
18.0,29,0,28072,9,4.5,74,1,35,2
39.6,23,1,54022,16,23.76,79,1,55,6
29.7,5,1,32056,16,17.82,53,1,26,6
42.0,34,1,12289,1,0.0,1,1,36,7
47.0,16,0,30147,9,11.75,74,1,55,2
58.0,86,1,48565,10,0.0,40,1,36,7
24.0,4,1,14166,1,0.0,32,1,36,7
9.9,3,0,17282,22,0.02,74,1,55,13
89.1,47,1,10590,16,42.18,1,1,44,6
69.3,10,1,10955,16,41.58,1,1,48,6
13.0,31,1,45930,10,0.0,32,1,36,7
37.0,52,0,40046,8,12.95,67,1,34,9
43.0,115,1,56042,10,0.0,15,1,25,7
20.0,8,0,57038,9,5.0,74,1,28,2
33.0,12,0,9678,8,11.55,67,1,28,9
69.3,55,1,13760,16,41.58,80,1,30,6
39.6,7,1,55401,16,23.76,53,1,55,6
33.5,115,0,51480,9,8.38,74,1,35,2
26.0,36,0,37275,8,9.1,1,1,42,9
38.0,31,1,17640,10,0.0,44,1,36,7
32.0,43,1,26590,1,0.0,15,1,36,7
39.6,9,1,35110,16,23.76,83,1,32,6
31.0,62,0,51086,24,12.4,35,1,55,8
18.0,48,1,6807,10,0.0,83,1,36,7
22.0,24,0,10923,8,7.7,32,1,51,9
80.0,75,1,39789,10,0.0,89,1,29,7
10.0,10,1,44857,10,0.0,83,1,36,7
109.0,34,1,16803,16,42.18,40,1,51,6
80.0,9,1,57038,10,0.0,15,1,35,7
80.0,12,1,53461,10,0.0,89,1,30,7
109.0,145,0,55922,4,42.18,74,1,55,2
10.0,6,1,10316,10,0.0,83,1,44,7
29.7,4,1,3515,16,17.82,83,1,26,6
10.0,3,1,57038,10,0.0,53,1,35,7
20.0,27,1,48378,0,0.0,67,1,36,7
11.0,3,1,40986,10,0.0,83,1,36,7
10.0,6,1,56381,10,0.0,53,1,52,7
10.0,5,1,12565,10,0.0,74,1,47,7
62.0,15,0,56497,17,15.5,74,1,26,2
45.0,26,0,57038,24,15.75,40,1,32,9
47.0,7,1,57038,10,0.0,89,1,34,7
80.5,39,0,54747,9,20.13,74,1,40,2
109.0,145,1,12801,1,0.0,89,1,28,7
28.0,104,1,43597,10,0.0,15,1,36,7
9.9,112,1,4749,16,23.76,39,1,31,6
16.0,9,1,11345,10,0.0,59,1,36,7
59.4,111,1,7106,16,35.64,76,1,50,6
10.0,3,1,57038,10,0.0,47,1,36,7
13.5,8,0,29063,9,3.38,74,1,55,2
53.0,46,1,5045,10,0.0,1,1,36,7
17.55,10,0,4539,9,4.39,74,1,55,2
34.0,34,0,18553,24,11.9,67,1,55,1
109.0,145,1,3515,16,42.18,69,1,49,6
39.6,137,1,35087,16,23.76,83,1,46,6
109.0,145,0,47244,4,42.18,74,1,44,2
57.5,12,0,44612,13,14.38,74,1,41,2
30.0,56,1,49380,23,10.5,83,0,32,14
18.0,11,0,6182,8,6.3,36,1,28,9
9.9,108,1,34016,16,5.94,61,1,31,6
19.0,17,1,3515,10,0.0,83,1,36,7
39.0,16,0,3515,24,15.6,35,1,55,8
98.0,123,1,14644,1,0.0,39,1,36,7
9.9,61,0,57038,22,1.96,74,1,48,13
20.0,3,1,57038,0,0.0,53,1,36,7
19.8,56,1,12726,16,11.88,89,1,33,6
49.0,87,0,29252,13,12.25,74,1,25,2
31.0,18,1,42905,1,0.0,80,1,36,7
109.0,64,1,19207,16,42.18,80,1,31,6
49.0,14,1,49844,10,0.0,74,1,36,7
35.5,26,0,36596,17,8.88,74,1,34,2
99.0,17,1,57038,16,42.18,83,1,35,6
18.0,22,1,9049,10,0.0,67,1,36,7
109.0,55,0,36770,17,27.25,74,1,36,2
29.0,21,0,10385,24,10.15,83,1,55,1
78.0,9,0,57038,17,19.5,74,1,45,2
26.0,61,0,7238,8,9.1,32,1,42,9
20.0,27,1,23614,1,0.0,12,1,36,7
20.0,6,1,19711,1,0.0,74,1,25,7
27.0,4,1,9549,1,0.0,36,1,36,7
22.0,5,0,22131,8,7.7,15,1,33,9
51.0,51,1,3515,10,0.0,27,1,36,7
39.0,60,1,27322,1,0.0,67,1,36,7
30.0,50,1,53954,23,10.5,53,0,55,14
18.0,41,1,25984,10,0.0,32,1,36,7
43.0,20,1,53500,10,0.0,15,1,36,7
55.0,61,1,7380,10,0.0,20,1,36,7
10.0,55,1,14237,10,0.0,83,1,32,7
9.9,3,0,15926,22,2.0,74,1,48,13
32.0,80,1,5670,1,0.0,67,1,36,7
26.0,38,0,20081,8,9.1,15,1,42,9
16.0,14,1,57038,10,0.0,92,1,55,7
27.0,21,0,53137,17,6.75,74,1,55,2
29.0,7,0,57038,17,7.25,74,1,55,2
33.0,17,0,24364,24,11.55,67,1,41,9
19.8,110,1,33254,16,11.88,1,1,28,6
32.25,25,1,44568,18,20.96,36,1,30,11
49.5,145,1,49207,16,29.7,1,1,52,6
30.0,11,0,9890,8,10.5,83,1,32,9
10.0,8,1,3515,10,0.0,83,1,35,7
10.0,3,1,17147,10,0.0,53,1,36,7
10.0,49,1,14707,10,0.0,32,1,36,7
109.0,145,0,51661,4,42.18,74,1,39,2
41.0,7,1,35280,1,0.0,15,1,36,7
55.0,102,1,28363,1,0.0,30,1,36,7
32.0,21,1,11039,1,0.0,83,1,36,7
47.0,24,1,9005,10,0.0,44,1,36,7
49.0,47,1,15785,1,0.0,40,1,36,7
109.0,145,0,48469,3,42.18,74,1,55,2
10.0,129,1,22080,10,0.0,53,1,55,7
109.0,145,0,6878,4,42.18,74,1,47,2
80.0,26,1,41316,10,0.0,88,1,36,7
69.3,36,1,52222,16,41.58,34,1,28,6
33.5,43,0,42194,9,8.38,74,1,29,2
23.0,6,1,7153,1,0.0,92,1,36,7
22.0,5,0,3753,8,7.7,83,1,48,9
86.0,66,0,55166,9,21.5,74,1,25,2
10.0,5,1,22245,10,0.0,83,1,36,7
109.0,145,0,46095,3,42.18,74,1,39,2
109.0,145,0,56509,4,42.18,74,1,41,2
80.0,34,1,8640,10,0.0,10,1,36,7
17.55,5,0,18560,9,4.39,74,1,35,2
29.5,11,0,32193,9,7.38,74,1,33,2
72.0,70,0,28580,17,18.0,74,1,55,2
46.49,145,0,40212,2,16.27,67,1,48,1
22.0,12,0,3515,8,7.7,67,1,54,9
33.5,43,0,57038,9,8.38,74,1,30,2
25.0,44,0,36122,17,6.25,74,1,55,2
28.0,43,1,3950,1,0.0,36,1,36,7
33.5,19,0,57038,9,8.38,74,1,32,2
39.6,8,1,57038,16,23.76,1,1,52,6
10.0,39,1,8810,10,0.0,53,1,48,7
109.0,145,1,57038,7,42.18,15,1,44,11
10.0,3,1,16973,10,0.0,83,1,36,7
109.0,8,1,55813,1,0.0,1,1,36,7
11.0,38,1,20487,10,0.0,83,1,36,7
36.0,3,1,57038,10,0.0,88,1,35,7
10.0,3,1,3515,10,0.0,35,1,36,7
93.0,31,0,28454,24,37.2,35,1,55,8
19.8,3,1,57038,16,11.88,39,1,47,6
81.0,106,1,38862,1,0.0,48,1,36,7
11.0,12,1,40311,10,0.0,59,1,36,7
29.0,34,1,7085,12,9.57,53,0,55,5
18.0,31,1,41906,10,0.0,83,1,36,7
29.0,136,1,37292,12,9.57,53,0,55,5
99.0,13,1,56310,16,42.18,1,1,31,6
39.0,28,0,54514,17,9.75,74,1,55,2
33.5,22,0,50519,9,8.38,74,1,44,2
80.0,84,1,26634,10,0.0,88,1,25,7
12.0,7,1,43294,10,0.0,40,1,36,7
59.4,7,1,30187,16,35.64,36,1,30,6
10.0,72,1,39350,10,0.0,81,1,36,7
39.6,33,1,44639,16,23.76,77,1,55,6
20.0,3,1,57038,0,0.0,53,1,36,7
26.0,69,1,57038,10,0.0,15,1,35,7
109.0,56,1,3515,1,0.0,29,1,36,7
19.8,37,1,14801,16,11.88,1,1,29,6
20.0,39,1,18870,1,0.0,53,1,36,7
109.0,145,0,4070,3,42.18,74,1,35,2
29.5,17,0,29605,9,7.38,74,1,25,2
12.0,8,1,54291,10,0.0,36,1,45,7
20.0,25,1,20178,1,0.0,53,1,51,7
72.0,19,0,43682,17,18.0,74,1,33,2
37.0,3,0,57038,17,9.25,74,1,55,2
16.0,5,0,57038,9,4.0,74,1,27,2
33.0,13,1,29280,1,0.0,92,1,36,7
100.5,18,1,43180,18,42.18,88,1,55,11
75.0,23,1,52764,24,28.5,61,1,48,10
15.0,13,0,50683,24,6.0,11,1,55,12
29.5,145,0,33962,9,7.38,74,1,30,2
15.0,4,0,40872,24,6.0,11,1,35,12
39.6,42,1,20788,16,23.76,1,1,27,6
9.9,30,0,12055,24,6.0,11,1,55,12
109.0,145,1,55304,5,42.18,89,1,55,11
59.4,39,1,43231,16,35.64,1,1,31,6
20.0,15,1,29689,1,0.0,67,1,36,7
20.0,8,1,57038,1,0.0,92,1,25,7
18.0,15,0,29043,8,6.3,67,1,41,9
10.0,5,1,3515,10,0.0,53,1,36,7
20.0,55,1,24630,1,0.0,32,1,36,7
45.0,14,0,3597,24,15.75,15,1,55,9
23.0,14,1,47856,1,0.0,15,1,55,7
20.0,5,1,3515,1,0.0,36,1,37,7
79.2,40,1,48989,16,42.18,77,1,35,6
18.0,30,0,6556,8,6.3,83,1,55,9
40.0,24,1,44653,1,0.0,81,1,36,7
43.0,6,1,42136,10,0.0,27,1,36,7
14.0,28,1,20251,10,0.0,83,1,36,7
10.0,145,1,12892,10,0.0,67,1,36,7
44.0,46,1,42884,1,0.0,44,1,36,7
43.0,39,1,55819,1,0.0,53,1,36,7
44.0,30,0,19175,8,15.4,15,1,52,9
30.0,6,1,30207,1,0.0,32,1,48,7
109.0,145,0,34764,4,42.18,74,1,40,2
83.0,19,1,51377,1,0.0,61,1,36,7
36.0,18,1,52874,1,0.0,35,1,36,7
36.0,19,1,20413,1,0.0,67,1,36,7
20.0,4,1,44489,1,0.0,83,1,36,7
63.0,129,1,5406,10,0.0,89,1,29,7
20.0,30,1,16987,0,0.0,74,1,36,7
69.3,8,1,40082,16,41.58,61,1,55,6
20.0,46,1,30067,1,0.0,67,1,36,7
15.0,47,1,25779,10,0.0,89,1,25,7
109.0,145,0,48460,4,42.18,74,1,26,2
38.0,21,1,29565,10,0.0,83,1,36,7
49.5,11,1,57038,16,29.7,53,1,49,6
24.0,53,1,46370,1,0.0,15,1,36,7
29.7,47,1,26081,16,17.82,13,1,28,6
19.2,29,0,47567,9,4.8,74,1,32,2
58.0,62,1,52520,10,0.0,40,1,30,7
14.0,3,1,57038,10,0.0,74,1,36,7
20.0,6,1,19603,10,0.0,52,1,40,7
22.5,5,0,51490,17,5.63,74,1,34,2
33.0,50,1,45657,10,0.0,83,1,36,7
27.0,145,1,24676,10,0.0,81,1,36,7
32.0,5,0,52173,9,8.0,74,1,38,2
70.0,18,1,26290,10,0.0,40,1,36,7
39.0,11,0,48226,17,9.75,74,1,25,2
51.0,16,1,56785,10,0.0,74,1,36,7
10.0,24,1,41362,10,0.0,89,1,32,7
18.5,5,0,29633,17,4.63,74,1,38,2
10.0,140,1,3515,10,0.0,74,1,36,7
42.0,18,1,48123,10,0.0,92,1,44,7
20.0,7,0,57038,9,5.0,74,1,29,2
37.0,20,1,26967,1,0.0,15,1,36,7
39.0,10,1,37191,1,0.0,15,1,36,7
20.0,6,1,28607,1,0.0,53,1,36,7
9.9,23,1,40605,16,5.94,88,1,31,6
11.0,31,1,56227,10,0.0,74,1,36,7
9.9,91,1,52106,16,23.76,36,1,55,6
84.0,69,1,28368,1,0.0,50,1,36,7
29.0,11,1,48349,10,0.0,88,1,36,7
10.0,12,1,55254,10,0.0,53,1,36,7
30.0,116,1,57038,1,0.0,67,1,39,7
49.5,38,1,14962,16,29.7,88,1,25,6
34.0,9,0,17764,9,8.5,74,1,40,2
57.0,66,0,11908,9,14.25,74,1,37,2
69.5,21,0,57038,13,17.38,74,1,55,2
18.0,144,0,12677,8,6.3,36,1,45,9
17.0,59,1,8184,10,0.0,15,1,36,7
23.0,8,1,31427,1,0.0,53,1,25,7
109.0,145,0,7101,4,42.18,74,1,43,2
20.0,31,1,51417,10,0.0,32,1,36,7
10.0,37,1,50133,10,0.0,15,1,36,7
106.0,27,0,42825,9,26.5,74,1,46,2
20.0,76,0,49404,9,5.0,74,1,39,2
31.0,11,0,56949,24,12.4,35,1,55,8
34.0,18,1,10221,1,0.0,44,1,36,7
53.0,15,1,46819,1,0.0,40,1,36,7
80.0,29,1,24871,10,0.0,89,1,47,7
109.0,145,0,19014,4,42.18,74,1,30,2
9.9,21,1,27118,16,23.76,62,1,31,6
20.0,47,1,21231,1,0.0,83,1,27,7
23.0,71,1,5470,1,0.0,83,1,36,7
9.9,19,0,43676,17,18.0,74,1,44,2
109.0,145,0,56295,4,42.18,74,1,33,2
22.0,7,0,34154,8,7.7,83,1,55,9
20.0,4,1,16657,1,0.0,53,1,50,7
23.0,12,0,28733,9,5.75,74,1,27,2
20.0,40,1,22011,1,0.0,36,1,36,7
20.0,7,1,4635,10,0.0,36,1,36,7
29.7,8,1,28947,16,17.82,1,1,55,6
52.0,34,1,35958,10,0.0,54,1,36,7
29.7,76,1,23962,16,17.82,53,1,28,6
81.0,33,1,35202,1,0.0,20,0,47,7
20.0,10,1,34127,0,0.0,74,1,55,7
12.0,28,1,46420,10,0.0,92,1,36,7
69.3,13,1,41073,16,41.58,88,1,55,6
36.0,12,0,27456,24,12.6,15,1,36,9
22.0,12,0,47383,8,7.7,67,1,47,9
16.0,13,0,57038,9,4.0,74,1,44,2
73.0,28,1,3515,1,0.0,1,1,36,7
9.9,18,1,23977,16,42.18,1,1,27,6
9.9,91,1,4752,1,0.0,88,1,36,7
69.3,14,1,55581,16,41.58,1,1,36,6
22.0,24,0,45693,8,7.7,92,1,25,9
18.0,14,0,43648,8,6.3,67,1,40,9
30.0,43,1,47181,23,10.5,53,0,25,14
39.6,57,1,51685,16,23.76,53,1,38,6
29.7,7,1,19031,16,17.82,80,1,46,6
26.0,4,1,57038,1,0.0,92,1,35,7
16.0,20,0,56857,9,4.0,74,1,32,2
20.0,4,1,43738,1,0.0,53,1,36,7
24.0,145,1,33682,1,0.0,67,1,36,7
109.0,145,0,22882,4,42.18,74,1,40,2
80.0,16,1,57038,10,0.0,15,1,34,7
18.0,6,1,15234,10,0.0,15,1,36,7
19.0,23,1,9578,10,0.0,74,1,36,7
80.0,98,1,23217,10,0.0,40,1,29,7
38.0,23,1,18249,10,0.0,44,1,36,7
10.0,18,1,24091,10,0.0,53,1,31,7
69.3,9,1,19899,16,41.58,1,1,34,6
109.0,41,0,30874,17,29.13,74,1,42,2
66.0,16,1,30989,0,0.0,74,1,36,7
34.5,145,0,32701,9,8.63,74,1,28,2
33.5,17,0,35877,17,8.38,74,1,31,2
29.0,9,1,11975,10,0.0,15,1,36,7
25.0,5,1,20692,10,0.0,15,1,36,7
50.0,20,0,3515,24,20.0,35,1,55,8
10.0,11,1,4118,10,0.0,74,1,25,7
20.0,15,1,29505,1,0.0,12,1,36,7
21.0,145,1,27701,10,0.0,35,1,25,7
10.0,10,1,3515,10,0.0,83,1,30,7
87.0,15,1,19386,1,0.0,92,1,36,7
29.7,5,1,44972,16,17.82,53,1,51,6
19.8,8,1,25890,16,11.88,39,1,31,6
27.0,7,1,16042,10,0.0,83,1,36,7
74.0,15,1,33695,1,0.0,1,1,36,7
104.0,74,1,49236,1,0.0,89,1,25,7
22.0,3,0,47972,8,7.7,32,1,51,9
109.0,145,0,57038,4,42.18,74,1,48,2
65.0,57,1,57038,10,0.0,89,1,36,7
39.0,12,0,40359,24,15.6,35,1,55,8
11.0,64,1,7011,10,0.0,67,1,31,7
20.0,11,1,31570,1,0.0,53,1,36,7
22.0,46,1,48273,1,0.0,15,1,36,7
9.9,62,1,47260,16,42.18,39,1,46,6
20.0,20,1,8993,1,0.0,53,1,55,7
23.0,145,0,30431,24,9.2,11,1,46,12
97.0,145,1,33762,14,0.0,74,0,41,15
35.0,18,0,46248,8,12.25,32,1,55,9
25.0,5,1,40034,18,16.25,92,1,30,11
29.7,15,1,33820,16,17.82,83,1,30,6
16.0,30,1,42907,10,0.0,1,1,36,7
35.0,20,1,57038,1,0.0,83,1,35,7
28.0,7,1,14007,1,0.0,32,1,36,7
18.0,30,0,8712,8,6.3,67,1,44,9
10.0,11,1,46201,10,0.0,53,1,39,7
34.0,28,1,46377,1,0.0,83,1,36,7
30.0,55,1,43045,23,10.5,83,0,55,14
20.0,10,1,24896,10,0.0,35,1,36,7
23.0,5,1,35736,1,0.0,83,1,36,7
39.0,70,1,4324,1,0.0,67,1,36,7
35.0,27,1,37842,10,0.0,1,1,36,7
18.5,5,0,32390,17,4.63,74,1,32,2
36.0,11,1,53503,10,0.0,15,1,36,7
38.0,43,1,6285,1,0.0,40,1,36,7
29.5,16,0,33422,9,7.38,74,1,44,2
70.0,11,1,45059,10,0.0,40,1,36,7
22.0,48,0,49733,8,7.7,53,1,33,9
21.0,87,1,20149,1,0.0,83,1,36,7
25.0,4,1,56806,18,16.25,53,1,55,11
63.5,77,0,37595,17,15.88,74,1,43,2
22.0,10,0,28282,8,7.7,36,1,44,9
10.0,22,1,18665,10,0.0,1,1,36,7
26.0,23,1,25620,0,0.0,32,1,36,7
32.0,4,1,52289,10,0.0,15,1,36,7
109.0,93,0,47586,17,42.18,74,1,46,2
80.0,16,1,34509,10,0.0,88,1,36,7
109.0,145,0,57038,4,42.18,74,1,48,2
109.0,41,1,36630,16,42.18,88,1,31,6
10.0,135,1,46445,10,0.0,83,1,26,7
49.0,26,0,36959,13,12.25,74,1,33,2
68.0,17,1,57038,1,0.0,1,0,55,7
20.0,9,1,3515,0,0.0,83,1,36,7
19.8,27,1,57038,16,11.88,83,1,27,6
15.0,3,0,23512,24,6.0,11,1,33,12
33.0,15,0,14782,8,11.55,53,1,45,9
20.0,6,1,48591,0,0.0,35,1,35,7
10.0,4,1,18447,10,0.0,36,1,36,7
109.0,145,0,26051,4,42.18,74,1,55,2
39.6,17,1,15541,16,23.76,77,1,51,6
67.0,6,0,13576,24,23.45,88,1,25,9
10.0,109,1,44178,10,0.0,36,1,36,7
109.0,145,0,45347,4,42.18,74,1,43,2
99.0,104,1,40771,16,42.18,76,1,50,6
35.0,9,0,44020,8,12.25,1,1,37,9
18.0,36,0,25271,8,6.3,36,1,26,9
20.0,47,1,21231,1,0.0,83,1,27,7
39.0,43,0,54340,9,9.75,74,1,31,2
18.0,4,0,57038,8,6.3,53,1,45,9
23.0,9,1,56601,10,0.0,53,1,36,7
10.0,84,1,57038,10,0.0,74,1,35,7
84.0,49,1,28155,1,0.0,39,1,36,7
109.0,51,1,55107,24,42.18,27,1,48,10
58.0,45,0,3599,24,20.3,44,1,40,9
38.0,16,1,7159,1,0.0,15,1,36,7
28.0,61,1,57038,10,0.0,87,1,35,7
29.7,4,1,26405,16,17.82,89,1,36,6
49.5,11,1,48600,20,32.18,15,1,55,11
63.5,25,0,31815,17,15.88,74,1,32,2
18.0,28,0,9094,8,6.3,83,1,55,9
35.0,6,1,12367,10,0.0,15,1,36,7
25.0,8,0,31213,17,6.25,74,1,27,2
26.5,3,1,51104,19,17.23,53,1,32,11
18.0,20,0,57038,8,6.3,67,1,37,9
19.5,3,0,17558,17,4.88,74,1,27,2
80.0,36,1,8263,10,0.0,89,1,25,7
12.0,51,1,28648,10,0.0,83,1,36,7
29.7,4,1,31674,16,17.82,1,1,52,6
27.5,5,0,52627,13,6.88,74,1,26,2
109.0,145,0,46293,4,42.18,74,1,29,2
109.0,52,1,8774,1,0.0,13,1,55,7
81.0,9,1,15194,1,0.0,74,1,36,7
18.0,5,0,3515,8,6.3,53,1,40,9
18.0,5,0,3515,8,6.3,53,1,40,9
72.0,60,0,30696,17,18.0,74,1,55,2
10.0,6,1,21641,10,0.0,89,1,46,7
39.6,19,1,41653,16,23.76,83,1,50,6
45.0,9,0,4936,24,15.75,15,1,46,9
29.0,51,1,48496,1,0.0,15,1,36,7
53.0,13,1,26860,0,0.0,74,1,36,7
80.0,10,1,46868,10,0.0,35,1,36,7
23.0,9,0,57038,24,9.2,11,1,55,12
22.5,7,0,57038,17,5.63,74,1,25,2
109.0,110,0,57038,17,42.18,74,1,35,2
9.9,5,0,3515,22,0.36,74,1,48,13
57.0,14,1,30935,10,0.0,15,1,36,7
23.0,12,0,28733,9,5.75,74,1,27,2
39.6,6,1,29859,16,23.76,61,1,47,6
29.7,15,1,12099,16,17.82,83,1,51,6
109.0,145,0,39501,4,42.18,74,1,38,2
26.0,20,0,34365,8,9.1,32,1,33,9
10.0,85,1,7868,10,0.0,15,1,36,7
92.0,93,1,18860,1,0.0,89,1,35,7
109.0,145,1,57038,7,42.18,89,1,48,11
20.0,8,1,57038,0,0.0,92,1,35,7
109.0,52,1,10250,1,0.0,74,1,36,7
19.8,5,1,43227,16,11.88,1,1,29,6
99.0,40,0,45312,9,24.75,74,1,46,2
45.0,10,0,24955,24,15.75,1,1,43,9
22.0,30,0,10919,8,7.7,83,1,25,9
39.6,33,1,27119,16,23.76,53,1,55,6
88.5,57,0,50534,17,22.13,74,1,34,2
76.0,145,1,6648,10,0.0,77,1,36,7
10.0,21,1,3685,10,0.0,74,1,36,7
80.0,47,1,18458,10,0.0,57,1,36,7
34.0,18,1,52688,1,0.0,40,1,36,7
19.8,24,1,44267,16,11.88,53,1,38,6
20.0,7,1,4610,1,0.0,53,1,47,7
78.0,12,1,4872,10,0.0,88,1,36,7
39.6,5,1,21197,16,23.76,1,1,28,6
20.0,9,1,50880,0,0.0,74,1,55,7
109.0,75,0,41202,24,42.18,35,1,55,8
58.0,8,1,57038,1,0.0,83,1,55,7
109.0,145,0,46295,4,42.18,74,1,32,2
109.0,73,1,49435,16,42.18,62,1,32,6
9.9,145,1,16461,10,0.0,66,1,35,7
109.0,145,0,44444,4,42.18,74,1,31,2
40.0,4,1,37206,10,0.0,81,1,36,7
60.0,15,1,20806,1,0.0,36,1,36,7
109.0,145,0,48464,4,42.18,74,1,35,2
29.0,46,1,16767,12,9.57,83,0,36,3
31.0,64,1,7721,1,0.0,83,1,36,7
49.0,82,1,31942,10,0.0,62,1,36,7
90.0,63,1,57038,1,0.0,89,1,55,7
33.0,13,1,27651,10,0.0,83,1,36,7
109.0,145,0,45729,4,42.18,74,1,27,2
59.4,11,1,27929,16,35.64,89,1,33,6
41.0,18,1,55821,1,0.0,15,1,36,7
10.0,28,1,34462,10,0.0,89,1,42,7
109.0,145,0,20109,4,42.18,74,1,37,2
20.0,18,1,37363,1,0.0,53,1,36,7
9.9,145,1,7279,16,5.94,77,1,31,6
109.0,145,0,23568,4,42.18,74,1,31,2
27.0,20,0,46260,9,6.75,74,1,36,2
109.0,145,0,43690,4,42.18,74,1,39,2
109.0,145,0,56484,9,42.18,74,1,25,2
109.0,145,0,56693,4,42.18,74,1,55,2
18.5,7,0,37610,17,4.63,74,1,37,2
43.0,23,1,42709,1,0.0,32,1,36,7
109.0,145,0,52402,4,42.18,74,1,53,2
45.0,3,1,49708,0,0.0,42,1,36,7
58.0,26,0,29596,24,20.3,32,1,54,9
28.0,81,1,41801,24,10.64,36,1,48,10
34.0,100,1,57038,10,0.0,44,1,35,7
16.0,3,0,57038,9,4.0,74,1,48,2
109.0,32,1,10215,16,42.18,1,1,36,6
24.0,56,1,53834,1,0.0,59,1,36,7
24.0,53,1,8549,1,0.0,83,1,36,7
109.0,92,1,55976,1,0.0,40,1,36,7
9.9,15,1,57038,16,23.76,53,1,42,6
20.0,5,1,46156,1,0.0,53,1,36,7
15.0,25,1,28667,10,0.0,7,1,36,7
9.9,14,0,23923,22,0.22,74,1,48,13
21.0,4,1,15364,1,0.0,53,1,36,7
20.0,6,1,19605,10,0.0,52,1,40,7
69.3,145,1,37954,16,41.58,87,1,31,6
17.0,20,1,25598,10,0.0,89,1,47,7
21.0,13,1,22759,1,0.0,32,1,47,7
17.0,10,0,33412,9,4.25,74,1,43,2
29.7,8,1,18805,16,17.82,1,1,44,6
18.0,3,1,11520,10,0.0,56,1,25,7
109.0,145,0,52194,4,42.18,74,1,48,2
18.0,3,0,24934,8,6.3,92,1,55,9
39.6,37,1,3515,16,23.76,53,1,53,6
9.9,129,1,16367,16,5.94,53,1,32,6
20.0,6,1,25534,1,0.0,83,1,36,7
67.0,10,0,35078,17,16.75,74,1,40,2
9.9,145,1,3515,16,29.7,76,1,31,6
62.0,38,1,27209,10,0.0,88,1,36,7
29.0,36,1,25605,10,0.0,77,1,36,7
26.0,15,0,52361,8,9.1,81,1,33,9
20.0,6,1,16836,1,0.0,53,1,43,7
39.6,7,1,48259,16,23.76,53,1,39,6
109.0,145,0,4763,4,42.18,74,1,45,2
22.5,39,0,54192,17,5.63,74,1,30,2
23.0,12,0,28733,9,5.75,74,1,27,2
22.0,11,1,24494,10,0.0,32,1,36,7
59.4,14,1,20942,16,35.64,88,1,31,6
13.0,7,1,9384,10,0.0,67,1,55,7
109.0,145,0,44948,4,42.18,74,1,42,2
27.0,20,1,14737,10,0.0,44,1,36,7
9.9,10,1,54377,16,11.88,40,1,40,6
25.0,145,1,38032,10,0.0,60,1,36,7
109.0,56,1,3515,1,0.0,29,1,36,7
60.0,45,1,39809,10,0.0,40,1,36,7
69.0,33,1,19600,10,0.0,15,1,36,7
31.0,10,1,13994,1,0.0,15,1,36,7
109.0,145,0,51661,4,42.18,74,1,39,2
82.0,78,1,16614,1,0.0,87,1,36,7
10.0,4,1,3515,10,0.0,92,1,36,7
63.5,53,0,38122,17,15.88,74,1,36,2
18.0,11,0,53310,8,6.3,92,1,55,9
19.0,19,1,57038,10,0.0,81,1,34,7
10.0,9,1,20498,10,0.0,83,1,36,7
20.0,12,1,4584,1,0.0,83,1,36,7
33.5,17,0,47398,9,8.38,74,1,33,2
20.0,3,1,47078,0,0.0,53,1,36,7
12.0,8,1,54291,10,0.0,36,1,45,7
38.0,61,1,7838,1,0.0,67,1,36,7
20.0,13,0,57038,9,5.0,74,1,55,2
67.0,41,0,24954,24,23.45,39,1,52,9
10.0,9,1,55847,10,0.0,53,1,35,7
31.0,27,1,15597,1,0.0,83,1,28,7
26.0,109,0,39647,8,9.1,81,1,25,9
42.0,19,1,3515,1,0.0,81,1,36,7
109.0,145,1,56246,5,42.18,89,1,33,11
109.0,59,1,40935,16,42.18,77,1,52,6
69.3,31,1,21755,16,41.58,83,1,33,6
43.0,84,1,57038,1,0.0,83,1,44,7
14.0,57,1,23223,10,0.0,67,1,36,7
30.0,8,1,36649,1,0.0,32,1,41,7
54.5,30,0,36417,17,13.63,74,1,53,2
10.0,25,1,57038,10,0.0,83,1,37,7
10.74,78,0,11392,22,3.01,74,1,48,13
109.0,145,0,7495,4,42.18,74,1,31,2
30.0,31,1,52088,23,10.5,53,0,25,14
22.0,17,0,30643,8,7.7,32,1,55,9
20.0,65,1,18186,1,0.0,59,1,36,7
109.0,145,0,50212,4,42.18,74,1,55,2
25.0,104,1,12498,1,0.0,15,1,36,7
39.6,93,1,57038,16,23.76,1,1,30,6
49.5,21,1,57038,16,29.7,83,1,43,6
10.0,5,1,45023,10,0.0,74,1,36,7
10.0,61,1,9003,10,0.0,53,1,36,7
29.7,8,1,44268,16,17.82,83,1,36,6
9.9,22,1,36892,0,0.0,74,1,36,7
69.3,22,1,17578,16,41.58,1,1,39,6
26.0,101,1,34456,1,0.0,15,1,36,7
39.0,21,1,8777,1,0.0,78,1,36,7
16.0,4,0,47778,9,4.0,74,1,41,2
